name,date,status,note,association
חייל 2.11,2026-05-20,activity,,מחלקה 2
חייל 2.11,2026-05-21,activity,,מחלקה 2
חייל 2.11,2026-05-22,activity,,מחלקה 2
חייל 2.11,2026-05-23,activity,,מחלקה 2
חייל 2.11,2026-05-24,activity,,מחלקה 2
חייל 2.11,2026-05-25,activity,,מחלקה 2
חייל 2.11,2026-05-26,activity,הכשרה,מחלקה 2
חייל 2.11,2026-05-27,activity,,מחלקה 2
חייל 2.11,2026-05-28,activity,,מחלקה 2
חייל 2.11,2026-05-29,activity,,מחלקה 2
חייל 2.11,2026-05-30,switch-home,,מחלקה 2
חייל 2.11,2026-05-31,home,,מחלקה 2
חייל 2.11,2026-06-01,home,,מחלקה 2
חייל 2.11,2026-06-02,home,,מחלקה 2
חייל 2.11,2026-06-03,home,,מחלקה 2
חייל 2.11,2026-06-04,home,,מחלקה 2
חייל 2.11,2026-06-05,home,,מחלקה 2
חייל 2.11,2026-06-06,home,,מחלקה 2
חייל 2.11,2026-06-07,home,,מחלקה 2
חייל 2.11,2026-06-08,switch-base,,מחלקה 2
חייל 2.11,2026-06-09,activity,,מחלקה 2
חייל 2.11,2026-06-10,activity,,מחלקה 2
חייל 2.11,2026-06-11,activity,,מחלקה 2
חייל 2.11,2026-06-12,activity,,מחלקה 2
חייל 2.11,2026-06-13,activity,,מחלקה 2
חייל 2.11,2026-06-14,activity,,מחלקה 2
חייל 2.11,2026-06-15,activity,,מחלקה 2
חייל 2.11,2026-06-16,activity,אבטחה,מחלקה 2
חייל 2.11,2026-06-17,activity,,מחלקה 2
חייל 2.11,2026-06-18,activity,,מחלקה 2
חייל 2.12,2026-04-26,activity,תחזוקה,מחלקה 2
חייל 2.12,2026-04-27,activity,,מחלקה 2
חייל 2.12,2026-04-28,activity,,מחלקה 2
חייל 2.12,2026-04-29,activity,,מחלקה 2
חייל 2.12,2026-04-30,activity,,מחלקה 2
חייל 2.12,2026-05-01,activity,אבטחה,מחלקה 2
חייל 2.12,2026-05-02,activity,,מחלקה 2
חייל 2.12,2026-05-03,activity,,מחלקה 2
חייל 2.12,2026-05-04,activity,,מחלקה 2
חייל 2.12,2026-05-05,activity,,מחלקה 2
חייל 2.12,2026-05-06,activity,,מחלקה 2
חייל 2.12,2026-05-07,activity,,מחלקה 2
חייל 2.12,2026-05-08,activity,,מחלקה 2
חייל 2.12,2026-05-09,activity,,מחלקה 2
חייל 2.12,2026-05-10,switch-home,,מחלקה 2
חייל 2.12,2026-05-11,home,,מחלקה 2
חייל 2.12,2026-05-12,home,ביקורת ציוד,מחלקה 2
חייל 2.12,2026-05-13,home,,מחלקה 2
חייל 2.12,2026-05-14,home,,מחלקה 2
חייל 2.12,2026-05-15,home,,מחלקה 2
חייל 2.12,2026-05-16,home,,מחלקה 2
חייל 2.12,2026-05-17,home,,מחלקה 2
חייל 2.12,2026-05-18,home,,מחלקה 2
חייל 2.12,2026-05-19,switch-base,,מחלקה 2
חייל 2.12,2026-05-20,activity,,מחלקה 2
חייל 2.12,2026-05-21,activity,,מחלקה 2
חייל 2.12,2026-05-22,activity,,מחלקה 2
חייל 2.12,2026-05-23,activity,,מחלקה 2
חייל 2.12,2026-05-24,activity,,מחלקה 2
חייל 2.12,2026-05-25,activity,,מחלקה 2
חייל 2.12,2026-05-26,activity,,מחלקה 2
חייל 2.12,2026-05-27,activity,,מחלקה 2
חייל 2.12,2026-05-28,activity,,מחלקה 2
חייל 2.12,2026-05-29,activity,סריקות,מחלקה 2
חייל 2.12,2026-05-30,switch-home,,מחלקה 2
חייל 2.12,2026-05-31,home,,מחלקה 2
חייל 2.12,2026-06-01,home,,מחלקה 2
חייל 2.12,2026-06-02,home,הכשרה,מחלקה 2
חייל 2.12,2026-06-03,home,,מחלקה 2
חייל 2.12,2026-06-04,home,,מחלקה 2
חייל 2.12,2026-06-05,home,,מחלקה 2
חייל 2.12,2026-06-06,home,,מחלקה 2
חייל 2.12,2026-06-07,home,,מחלקה 2
חייל 2.12,2026-06-08,switch-base,,מחלקה 2
חייל 2.12,2026-06-09,activity,,מחלקה 2
חייל 2.12,2026-06-10,activity,,מחלקה 2
חייל 2.12,2026-06-11,activity,,מחלקה 2
חייל 2.12,2026-06-12,activity,,מחלקה 2
חייל 2.12,2026-06-13,activity,,מחלקה 2
חייל 2.12,2026-06-14,activity,,מחלקה 2
חייל 2.12,2026-06-15,activity,,מחלקה 2
חייל 2.12,2026-06-16,activity,,מחלקה 2
חייל 2.12,2026-06-17,activity,,מחלקה 2
חייל 2.12,2026-06-18,activity,,מחלקה 2
חייל 2.13,2026-04-26,activity,,מחלקה 2
חייל 2.13,2026-04-27,activity,,מחלקה 2
חייל 2.13,2026-04-28,activity,,מחלקה 2
חייל 2.13,2026-04-29,activity,,מחלקה 2
חייל 2.13,2026-04-30,activity,הכשרה,מחלקה 2
חייל 2.13,2026-05-01,activity,,מחלקה 2
חייל 2.13,2026-05-02,activity,,מחלקה 2
חייל 2.13,2026-05-03,activity,,מחלקה 2
חייל 2.13,2026-05-04,activity,,מחלקה 2
חייל 2.13,2026-05-05,activity,,מחלקה 2
חייל 2.13,2026-05-06,activity,,מחלקה 2
חייל 2.13,2026-05-07,activity,,מחלקה 2
חייל 2.13,2026-05-08,activity,,מחלקה 2
חייל 2.13,2026-05-09,activity,,מחלקה 2
חייל 2.13,2026-05-10,switch-home,,מחלקה 2
חייל 2.13,2026-05-11,home,,מחלקה 2
חייל 2.13,2026-05-12,home,,מחלקה 2
חייל 2.13,2026-05-13,home,,מחלקה 2
חייל 2.13,2026-05-14,home,,מחלקה 2
חייל 2.13,2026-05-15,home,,מחלקה 2
חייל 2.13,2026-05-16,home,,מחלקה 2
חייל 2.13,2026-05-17,home,,מחלקה 2
חייל 2.13,2026-05-18,home,,מחלקה 2
חייל 2.13,2026-05-19,switch-base,,מחלקה 2
חייל 2.13,2026-05-20,activity,,מחלקה 2
חייל 2.13,2026-05-21,activity,,מחלקה 2
חייל 2.13,2026-05-22,activity,,מחלקה 2
חייל 2.13,2026-05-23,activity,,מחלקה 2
חייל 2.13,2026-05-24,activity,תחזוקה,מחלקה 2
חייל 2.13,2026-05-25,activity,,מחלקה 2
חייל 2.13,2026-05-26,activity,תרגיל,מחלקה 2
חייל 2.13,2026-05-27,activity,,מחלקה 2
חייל 2.13,2026-05-28,activity,,מחלקה 2
חייל 2.13,2026-05-29,activity,,מחלקה 2
חייל 2.13,2026-05-30,switch-home,,מחלקה 2
חייל 2.13,2026-05-31,home,,מחלקה 2
חייל 2.13,2026-06-01,home,,מחלקה 2
חייל 2.13,2026-06-02,home,,מחלקה 2
חייל 2.13,2026-06-03,home,,מחלקה 2
חייל 2.13,2026-06-04,home,,מחלקה 2
חייל 2.13,2026-06-05,home,אימון ירי,מחלקה 2
חייל 2.13,2026-06-06,home,,מחלקה 2
חייל 2.13,2026-06-07,home,,מחלקה 2
חייל 2.13,2026-06-08,switch-base,,מחלקה 2
חייל 2.13,2026-06-09,activity,,מחלקה 2
חייל 2.13,2026-06-10,activity,,מחלקה 2
חייל 2.13,2026-06-11,activity,,מחלקה 2
חייל 2.13,2026-06-12,activity,תדריך,מחלקה 2
חייל 2.13,2026-06-13,activity,,מחלקה 2
חייל 2.13,2026-06-14,activity,שמירה,מחלקה 2
חייל 2.13,2026-06-15,activity,,מחלקה 2
חייל 2.13,2026-06-16,activity,,מחלקה 2
חייל 2.13,2026-06-17,activity,,מחלקה 2
חייל 2.13,2026-06-18,activity,הכשרה,מחלקה 2
חייל 2.14,2026-04-26,activity,,מחלקה 2
חייל 2.14,2026-04-27,activity,,מחלקה 2
חייל 2.14,2026-04-28,activity,,מחלקה 2
חייל 2.14,2026-04-29,activity,,מחלקה 2
חייל 2.14,2026-04-30,activity,,מחלקה 2
חייל 2.14,2026-05-01,activity,,מחלקה 2
חייל 2.14,2026-05-02,activity,,מחלקה 2
חייל 2.14,2026-05-03,activity,,מחלקה 2
חייל 2.14,2026-05-04,activity,דו״ח,מחלקה 2
חייל 2.14,2026-05-05,activity,,מחלקה 2
חייל 2.14,2026-05-06,activity,אימון ירי,מחלקה 2
חייל 2.14,2026-05-07,activity,,מחלקה 2
חייל 2.14,2026-05-08,activity,,מחלקה 2
חייל 2.14,2026-05-09,activity,,מחלקה 2
חייל 2.14,2026-05-10,switch-home,,מחלקה 2
חייל 2.14,2026-05-11,home,,מחלקה 2
חייל 2.14,2026-05-12,home,,מחלקה 2
חייל 2.14,2026-05-13,home,,מחלקה 2
חייל 2.14,2026-05-14,home,,מחלקה 2
חייל 2.14,2026-05-15,home,,מחלקה 2
חייל 2.14,2026-05-16,home,,מחלקה 2
חייל 2.14,2026-05-17,home,,מחלקה 2
חייל 2.14,2026-05-18,home,,מחלקה 2
חייל 2.14,2026-05-19,switch-base,,מחלקה 2
חייל 2.14,2026-05-20,activity,ביקורת ציוד,מחלקה 2
חייל 2.14,2026-05-21,activity,,מחלקה 2
חייל 2.14,2026-05-22,activity,,מחלקה 2
חייל 2.14,2026-05-23,activity,,מחלקה 2
חייל 2.14,2026-05-24,activity,שמירה,מחלקה 2
חייל 2.14,2026-05-25,activity,,מחלקה 2
חייל 2.14,2026-05-26,activity,,מחלקה 2
חייל 2.14,2026-05-27,activity,,מחלקה 2
חייל 2.14,2026-05-28,activity,תרגיל,מחלקה 2
חייל 2.14,2026-05-29,activity,,מחלקה 2
חייל 2.14,2026-05-30,switch-home,,מחלקה 2
חייל 2.14,2026-05-31,home,,מחלקה 2
חייל 2.14,2026-06-01,home,,מחלקה 2
חייל 2.14,2026-06-02,home,,מחלקה 2
חייל 2.14,2026-06-03,home,,מחלקה 2
חייל 2.14,2026-06-04,home,,מחלקה 2
חייל 2.14,2026-06-05,home,אימון ירי,מחלקה 2
חייל 2.14,2026-06-06,home,,מחלקה 2
חייל 2.14,2026-06-07,home,,מחלקה 2
חייל 2.14,2026-06-08,switch-base,,מחלקה 2
חייל 2.14,2026-06-09,activity,,מחלקה 2
חייל 2.14,2026-06-10,activity,,מחלקה 2
חייל 2.14,2026-06-11,activity,,מחלקה 2
חייל 2.14,2026-06-12,activity,תחזוקה,מחלקה 2
חייל 2.14,2026-06-13,activity,,מחלקה 2
חייל 2.14,2026-06-14,activity,,מחלקה 2
חייל 2.14,2026-06-15,activity,,מחלקה 2
חייל 2.14,2026-06-16,activity,,מחלקה 2
חייל 2.14,2026-06-17,activity,,מחלקה 2
חייל 2.14,2026-06-18,activity,,מחלקה 2
מפקד מחלקה 3,2026-04-26,activity,,מחלקה 3
מפקד מחלקה 3,2026-04-27,activity,,מחלקה 3
מפקד מחלקה 3,2026-04-28,activity,,מחלקה 3
מפקד מחלקה 3,2026-04-29,activity,שמירה,מחלקה 3
מפקד מחלקה 3,2026-04-30,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-01,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-02,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-03,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-04,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-05,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-06,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-07,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-08,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-09,activity,תרגיל,מחלקה 3
מפקד מחלקה 3,2026-05-10,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-11,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-12,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-13,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-14,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-15,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-16,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-17,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-18,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-19,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-20,switch-home,,מחלקה 3
מפקד מחלקה 3,2026-05-21,home,,מחלקה 3
מפקד מחלקה 3,2026-05-22,home,אבטחה,מחלקה 3
מפקד מחלקה 3,2026-05-23,home,סריקות,מחלקה 3
מפקד מחלקה 3,2026-05-24,switch-base,,מחלקה 3
מפקד מחלקה 3,2026-05-25,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-26,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-27,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-28,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-29,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-30,activity,,מחלקה 3
מפקד מחלקה 3,2026-05-31,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-01,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-02,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-03,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-04,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-05,activity,אימון ירי,מחלקה 3
מפקד מחלקה 3,2026-06-06,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-07,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-08,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-09,switch-home,,מחלקה 3
מפקד מחלקה 3,2026-06-10,home,,מחלקה 3
מפקד מחלקה 3,2026-06-11,home,,מחלקה 3
מפקד מחלקה 3,2026-06-12,home,סריקות,מחלקה 3
מפקד מחלקה 3,2026-06-13,switch-base,,מחלקה 3
מפקד מחלקה 3,2026-06-14,activity,דו״ח,מחלקה 3
מפקד מחלקה 3,2026-06-15,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-16,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-17,activity,,מחלקה 3
מפקד מחלקה 3,2026-06-18,activity,,מחלקה 3
מ.כ 3.1,2026-04-26,activity,,מחלקה 3
מ.כ 3.1,2026-04-27,activity,,מחלקה 3
מ.כ 3.1,2026-04-28,activity,,מחלקה 3
מ.כ 3.1,2026-04-29,activity,,מחלקה 3
מ.כ 3.1,2026-04-30,activity,,מחלקה 3
מ.כ 3.1,2026-05-01,activity,,מחלקה 3
מ.כ 3.1,2026-05-02,activity,,מחלקה 3
מ.כ 3.1,2026-05-03,activity,,מחלקה 3
מ.כ 3.1,2026-05-04,activity,,מחלקה 3
מ.כ 3.1,2026-05-05,activity,,מחלקה 3
מ.כ 3.1,2026-05-06,activity,,מחלקה 3
מ.כ 3.1,2026-05-07,activity,,מחלקה 3
מ.כ 3.1,2026-05-08,activity,,מחלקה 3
מ.כ 3.1,2026-05-09,activity,,מחלקה 3
מ.כ 3.1,2026-05-10,activity,,מחלקה 3
מ.כ 3.1,2026-05-11,activity,,מחלקה 3
מ.כ 3.1,2026-05-12,activity,,מחלקה 3
מ.כ 3.1,2026-05-13,activity,,מחלקה 3
מ.כ 3.1,2026-05-14,activity,,מחלקה 3
מ.כ 3.1,2026-05-15,activity,,מחלקה 3
מ.כ 3.1,2026-05-16,activity,,מחלקה 3
מ.כ 3.1,2026-05-17,activity,,מחלקה 3
מ.כ 3.1,2026-05-18,activity,,מחלקה 3
מ.כ 3.1,2026-05-19,activity,אימון ירי,מחלקה 3
מ.כ 3.1,2026-05-20,switch-home,,מחלקה 3
מ.כ 3.1,2026-05-21,home,,מחלקה 3
מ.כ 3.1,2026-05-22,home,,מחלקה 3
מ.כ 3.1,2026-05-23,home,,מחלקה 3
מ.כ 3.1,2026-05-24,home,,מחלקה 3
מ.כ 3.1,2026-05-25,home,,מחלקה 3
מ.כ 3.1,2026-05-26,home,שמירה,מחלקה 3
מ.כ 3.1,2026-05-27,home,,מחלקה 3
מ.כ 3.1,2026-05-28,home,,מחלקה 3
מ.כ 3.1,2026-05-29,switch-base,,מחלקה 3
מ.כ 3.1,2026-05-30,activity,,מחלקה 3
מ.כ 3.1,2026-05-31,activity,,מחלקה 3
מ.כ 3.1,2026-06-01,activity,,מחלקה 3
מ.כ 3.1,2026-06-02,activity,,מחלקה 3
מ.כ 3.1,2026-06-03,activity,,מחלקה 3
מ.כ 3.1,2026-06-04,activity,,מחלקה 3
מ.כ 3.1,2026-06-05,activity,,מחלקה 3
מ.כ 3.1,2026-06-06,activity,,מחלקה 3
מ.כ 3.1,2026-06-07,activity,,מחלקה 3
מ.כ 3.1,2026-06-08,activity,,מחלקה 3
מ.כ 3.1,2026-06-09,switch-home,,מחלקה 3
מ.כ 3.1,2026-06-10,home,,מחלקה 3
מ.כ 3.1,2026-06-11,home,,מחלקה 3
מ.כ 3.1,2026-06-12,home,,מחלקה 3
מ.כ 3.1,2026-06-13,home,,מחלקה 3
מ.כ 3.1,2026-06-14,home,,מחלקה 3
מ.כ 3.1,2026-06-15,home,,מחלקה 3
מ.כ 3.1,2026-06-16,home,,מחלקה 3
מ.כ 3.1,2026-06-17,home,,מחלקה 3
מ.כ 3.1,2026-06-18,switch-base,,מחלקה 3
מ.כ 3.2,2026-04-26,activity,,מחלקה 3
מ.כ 3.2,2026-04-27,activity,,מחלקה 3
מ.כ 3.2,2026-04-28,activity,,מחלקה 3
מ.כ 3.2,2026-04-29,activity,,מחלקה 3
מ.כ 3.2,2026-04-30,activity,אבטחה,מחלקה 3
מ.כ 3.2,2026-05-01,activity,,מחלקה 3
מ.כ 3.2,2026-05-02,activity,אימון ירי,מחלקה 3
מ.כ 3.2,2026-05-03,activity,,מחלקה 3
מ.כ 3.2,2026-05-04,activity,,מחלקה 3
מ.כ 3.2,2026-05-05,activity,,מחלקה 3
מ.כ 3.2,2026-05-06,activity,,מחלקה 3
מ.כ 3.2,2026-05-07,activity,,מחלקה 3
מ.כ 3.2,2026-05-08,activity,,מחלקה 3
מ.כ 3.2,2026-05-09,activity,,מחלקה 3
מ.כ 3.2,2026-05-10,activity,,מחלקה 3
מ.כ 3.2,2026-05-11,activity,,מחלקה 3
מ.כ 3.2,2026-05-12,activity,,מחלקה 3
מ.כ 3.2,2026-05-13,activity,,מחלקה 3
מ.כ 3.2,2026-05-14,activity,,מחלקה 3
מ.כ 3.2,2026-05-15,activity,,מחלקה 3
מ.כ 3.2,2026-05-16,activity,,מחלקה 3
מ.כ 3.2,2026-05-17,activity,,מחלקה 3
מ.כ 3.2,2026-05-18,activity,,מחלקה 3
מ.כ 3.2,2026-05-19,activity,,מחלקה 3
מ.כ 3.2,2026-05-20,switch-home,,מחלקה 3
מ.כ 3.2,2026-05-21,home,,מחלקה 3
מ.כ 3.2,2026-05-22,home,,מחלקה 3
מ.כ 3.2,2026-05-23,home,,מחלקה 3
מ.כ 3.2,2026-05-24,home,,מחלקה 3
מ.כ 3.2,2026-05-25,home,,מחלקה 3
מ.כ 3.2,2026-05-26,home,,מחלקה 3
מ.כ 3.2,2026-05-27,home,,מחלקה 3
מ.כ 3.2,2026-05-28,home,,מחלקה 3
מ.כ 3.2,2026-05-29,switch-base,,מחלקה 3
מ.כ 3.2,2026-05-30,activity,,מחלקה 3
מ.כ 3.2,2026-05-31,activity,,מחלקה 3
מ.כ 3.2,2026-06-01,activity,,מחלקה 3
מ.כ 3.2,2026-06-02,activity,,מחלקה 3
מ.כ 3.2,2026-06-03,activity,,מחלקה 3
מ.כ 3.2,2026-06-04,activity,,מחלקה 3
מ.כ 3.2,2026-06-05,activity,,מחלקה 3
מ.כ 3.2,2026-06-06,activity,,מחלקה 3
מ.כ 3.2,2026-06-07,activity,,מחלקה 3
מ.כ 3.2,2026-06-08,activity,,מחלקה 3
מ.כ 3.2,2026-06-09,switch-home,,מחלקה 3
מ.כ 3.2,2026-06-10,home,,מחלקה 3
מ.כ 3.2,2026-06-11,home,,מחלקה 3
מ.כ 3.2,2026-06-12,home,,מחלקה 3
מ.כ 3.2,2026-06-13,home,,מחלקה 3
מ.כ 3.2,2026-06-14,home,,מחלקה 3
מ.כ 3.2,2026-06-15,home,,מחלקה 3
מ.כ 3.2,2026-06-16,home,,מחלקה 3
מ.כ 3.2,2026-06-17,home,,מחלקה 3
מ.כ 3.2,2026-06-18,switch-base,,מחלקה 3
מ.כ 3.3,2026-04-26,activity,,מחלקה 3
מ.כ 3.3,2026-04-27,activity,,מחלקה 3
מ.כ 3.3,2026-04-28,activity,,מחלקה 3
מ.כ 3.3,2026-04-29,activity,,מחלקה 3
מ.כ 3.3,2026-04-30,activity,,מחלקה 3
מ.כ 3.3,2026-05-01,activity,,מחלקה 3
מ.כ 3.3,2026-05-02,activity,,מחלקה 3
מ.כ 3.3,2026-05-03,activity,אבטחה,מחלקה 3
מ.כ 3.3,2026-05-04,activity,,מחלקה 3
מ.כ 3.3,2026-05-05,activity,,מחלקה 3
מ.כ 3.3,2026-05-06,activity,,מחלקה 3
מ.כ 3.3,2026-05-07,activity,,מחלקה 3
מ.כ 3.3,2026-05-08,activity,,מחלקה 3
מ.כ 3.3,2026-05-09,activity,,מחלקה 3
מ.כ 3.3,2026-05-10,activity,,מחלקה 3
מ.כ 3.3,2026-05-11,activity,,מחלקה 3
מ.כ 3.3,2026-05-12,activity,,מחלקה 3
מ.כ 3.3,2026-05-13,activity,,מחלקה 3
מ.כ 3.3,2026-05-14,activity,ביקורת ציוד,מחלקה 3
מ.כ 3.3,2026-05-15,activity,,מחלקה 3
מ.כ 3.3,2026-05-16,activity,,מחלקה 3
מ.כ 3.3,2026-05-17,activity,,מחלקה 3
מ.כ 3.3,2026-05-18,activity,,מחלקה 3
מ.כ 3.3,2026-05-19,activity,,מחלקה 3
מ.כ 3.3,2026-05-20,switch-home,,מחלקה 3
מ.כ 3.3,2026-05-21,home,,מחלקה 3
מ.כ 3.3,2026-05-22,home,דו״ח,מחלקה 3
מ.כ 3.3,2026-05-23,home,,מחלקה 3
מ.כ 3.3,2026-05-24,home,,מחלקה 3
מ.כ 3.3,2026-05-25,home,,מחלקה 3
מ.כ 3.3,2026-05-26,home,אימון ירי,מחלקה 3
מ.כ 3.3,2026-05-27,home,,מחלקה 3
מ.כ 3.3,2026-05-28,home,,מחלקה 3
מ.כ 3.3,2026-05-29,switch-base,,מחלקה 3
מ.כ 3.3,2026-05-30,activity,,מחלקה 3
מ.כ 3.3,2026-05-31,activity,,מחלקה 3
מ.כ 3.3,2026-06-01,activity,,מחלקה 3
מ.כ 3.3,2026-06-02,activity,סריקות,מחלקה 3
מ.כ 3.3,2026-06-03,activity,,מחלקה 3
מ.כ 3.3,2026-06-04,activity,,מחלקה 3
מ.כ 3.3,2026-06-05,activity,,מחלקה 3
מ.כ 3.3,2026-06-06,activity,,מחלקה 3
מ.כ 3.3,2026-06-07,activity,,מחלקה 3
מ.כ 3.3,2026-06-08,activity,,מחלקה 3
מ.כ 3.3,2026-06-09,switch-home,,מחלקה 3
מ.כ 3.3,2026-06-10,home,אבטחה,מחלקה 3
מ.כ 3.3,2026-06-11,home,,מחלקה 3
מ.כ 3.3,2026-06-12,home,,מחלקה 3
מ.כ 3.3,2026-06-13,home,,מחלקה 3
מ.כ 3.3,2026-06-14,home,,מחלקה 3
מ.כ 3.3,2026-06-15,home,,מחלקה 3
מ.כ 3.3,2026-06-16,home,,מחלקה 3
מ.כ 3.3,2026-06-17,home,אבטחה,מחלקה 3
מ.כ 3.3,2026-06-18,switch-base,,מחלקה 3
נהג 3.4,2026-04-26,activity,,מחלקה 3
נהג 3.4,2026-04-27,activity,,מחלקה 3
נהג 3.4,2026-04-28,activity,,מחלקה 3
נהג 3.4,2026-04-29,activity,,מחלקה 3
נהג 3.4,2026-04-30,activity,,מחלקה 3
נהג 3.4,2026-05-01,activity,,מחלקה 3
נהג 3.4,2026-05-02,activity,,מחלקה 3
נהג 3.4,2026-05-03,activity,,מחלקה 3
נהג 3.4,2026-05-04,activity,,מחלקה 3
נהג 3.4,2026-05-05,activity,,מחלקה 3
נהג 3.4,2026-05-06,activity,,מחלקה 3
נהג 3.4,2026-05-07,activity,,מחלקה 3
נהג 3.4,2026-05-08,activity,,מחלקה 3
נהג 3.4,2026-05-09,activity,,מחלקה 3
נהג 3.4,2026-05-10,activity,,מחלקה 3
נהג 3.4,2026-05-11,activity,,מחלקה 3
נהג 3.4,2026-05-12,activity,,מחלקה 3
נהג 3.4,2026-05-13,activity,אימון ירי,מחלקה 3
נהג 3.4,2026-05-14,activity,,מחלקה 3
נהג 3.4,2026-05-15,activity,,מחלקה 3
נהג 3.4,2026-05-16,activity,,מחלקה 3
נהג 3.4,2026-05-17,activity,,מחלקה 3
נהג 3.4,2026-05-18,activity,,מחלקה 3
נהג 3.4,2026-05-19,activity,,מחלקה 3
נהג 3.4,2026-05-20,switch-home,,מחלקה 3
נהג 3.4,2026-05-21,home,,מחלקה 3
נהג 3.4,2026-05-22,home,,מחלקה 3
נהג 3.4,2026-05-23,home,,מחלקה 3
נהג 3.4,2026-05-24,home,,מחלקה 3
נהג 3.4,2026-05-25,home,,מחלקה 3
נהג 3.4,2026-05-26,home,,מחלקה 3
נהג 3.4,2026-05-27,home,,מחלקה 3
נהג 3.4,2026-05-28,home,,מחלקה 3
נהג 3.4,2026-05-29,switch-base,,מחלקה 3
נהג 3.4,2026-05-30,activity,,מחלקה 3
נהג 3.4,2026-05-31,activity,,מחלקה 3
נהג 3.4,2026-06-01,activity,,מחלקה 3
נהג 3.4,2026-06-02,activity,,מחלקה 3
נהג 3.4,2026-06-03,activity,,מחלקה 3
נהג 3.4,2026-06-04,activity,,מחלקה 3
נהג 3.4,2026-06-05,activity,,מחלקה 3
נהג 3.4,2026-06-06,activity,,מחלקה 3
נהג 3.4,2026-06-07,activity,,מחלקה 3
נהג 3.4,2026-06-08,activity,,מחלקה 3
נהג 3.4,2026-06-09,switch-home,,מחלקה 3
נהג 3.4,2026-06-10,home,,מחלקה 3
נהג 3.4,2026-06-11,home,,מחלקה 3
נהג 3.4,2026-06-12,home,,מחלקה 3
נהג 3.4,2026-06-13,home,,מחלקה 3
נהג 3.4,2026-06-14,home,,מחלקה 3
נהג 3.4,2026-06-15,home,,מחלקה 3
נהג 3.4,2026-06-16,home,,מחלקה 3
נהג 3.4,2026-06-17,home,,מחלקה 3
נהג 3.4,2026-06-18,switch-base,,מחלקה 3
נהג 3.5,2026-04-26,activity,,מחלקה 3
נהג 3.5,2026-04-27,activity,,מחלקה 3
נהג 3.5,2026-04-28,activity,,מחלקה 3
נהג 3.5,2026-04-29,activity,,מחלקה 3
נהג 3.5,2026-04-30,activity,,מחלקה 3
נהג 3.5,2026-05-01,activity,,מחלקה 3
נהג 3.5,2026-05-02,activity,,מחלקה 3
נהג 3.5,2026-05-03,activity,,מחלקה 3
נהג 3.5,2026-05-04,activity,,מחלקה 3
נהג 3.5,2026-05-05,activity,,מחלקה 3
נהג 3.5,2026-05-06,activity,,מחלקה 3
נהג 3.5,2026-05-07,activity,,מחלקה 3
נהג 3.5,2026-05-08,activity,,מחלקה 3
נהג 3.5,2026-05-09,activity,,מחלקה 3
נהג 3.5,2026-05-10,activity,,מחלקה 3
נהג 3.5,2026-05-11,activity,,מחלקה 3
נהג 3.5,2026-05-12,activity,,מחלקה 3
נהג 3.5,2026-05-13,activity,,מחלקה 3
נהג 3.5,2026-05-14,activity,,מחלקה 3
נהג 3.5,2026-05-15,activity,,מחלקה 3
נהג 3.5,2026-05-16,activity,,מחלקה 3
נהג 3.5,2026-05-17,activity,,מחלקה 3
נהג 3.5,2026-05-18,activity,שמירה,מחלקה 3
נהג 3.5,2026-05-19,activity,סריקות,מחלקה 3
נהג 3.5,2026-05-20,switch-home,,מחלקה 3
נהג 3.5,2026-05-21,home,,מחלקה 3
נהג 3.5,2026-05-22,home,,מחלקה 3
נהג 3.5,2026-05-23,home,,מחלקה 3
נהג 3.5,2026-05-24,home,הכשרה,מחלקה 3
נהג 3.5,2026-05-25,home,,מחלקה 3
